index,true_class,pred_class,confidence,correct,votes
45690,injection,injection,0.42857142857142855,True,"{'grayhole': 1.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 2.0}"
45691,injection,injection,0.2857142857142857,True,"{'grayhole': 1.0, 'high': 1.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0, 'random': 1.0}"
45692,injection,injection,0.42857142857142855,True,"{'grayhole': 1.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 2.0}"
45693,masquerade_fake_fault,injection,0.75,False,"{'injection': 3.0, 'poisoned': 1.0}"
45694,poisoned_high_rate,injection,0.75,False,"{'injection': 3.0, 'poisoned': 1.0}"
45695,random_replay,grayhole,0.25,False,"{'grayhole': 2.0, 'high': 1.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0, 'random': 1.0}"
45696,high_StNum,poisoned,0.2857142857142857,False,"{'grayhole': 2.0, 'high': 2.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 4.0, 'random': 2.0}"
45697,normal,injection,0.5,False,"{'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0}"
45698,random_replay,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
45699,inverse_replay,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
45700,masquerade_fake_normal,injection,0.5,False,"{'grayhole': 1.0, 'injection': 2.0, 'masquerade': 1.0}"
45701,masquerade_fake_normal,injection,1.0,False,{'injection': 2.0}
45702,masquerade_fake_normal,injection,1.0,False,{'injection': 2.0}
45703,masquerade_fake_normal,injection,1.0,False,{'injection': 2.0}
45704,masquerade_fake_normal,injection,1.0,False,{'injection': 2.0}
45705,high_StNum,high,0.25,False,"{'grayhole': 1.0, 'high': 2.0, 'injection': 2.0, 'poisoned': 2.0, 'random': 1.0}"
45706,injection,injection,0.375,True,"{'grayhole': 1.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 1.0}"
45707,normal,injection,0.5,False,"{'grayhole': 1.0, 'injection': 2.0, 'masquerade': 1.0}"
45708,grayhole,injection,1.0,False,{'injection': 2.0}
45709,injection,injection,0.375,True,"{'grayhole': 1.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 1.0}"
45710,masquerade_fake_fault,injection,0.5,False,"{'grayhole': 1.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
45711,high_StNum,high,0.23076923076923078,False,"{'grayhole': 2.0, 'high': 3.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 3.0, 'random': 2.0}"
45712,masquerade_fake_normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
45713,masquerade_fake_normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
45714,masquerade_fake_normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
45715,masquerade_fake_normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
45716,masquerade_fake_normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
45717,random_replay,injection,0.3333333333333333,False,"{'grayhole': 1.0, 'high': 1.0, 'injection': 2.0, 'poisoned': 1.0, 'random': 1.0}"
45718,normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
45719,inverse_replay,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
45720,high_StNum,poisoned,0.2857142857142857,False,"{'grayhole': 2.0, 'high': 3.0, 'injection': 3.0, 'poisoned': 4.0, 'random': 2.0}"
45721,injection,injection,0.5,True,"{'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0}"
45722,normal,injection,0.5,False,"{'grayhole': 1.0, 'injection': 2.0, 'random': 1.0}"
45723,grayhole,injection,1.0,False,{'injection': 2.0}
45724,injection,grayhole,0.2857142857142857,False,"{'grayhole': 2.0, 'high': 1.0, 'injection': 2.0, 'poisoned': 1.0, 'random': 1.0}"
45725,masquerade_fake_fault,injection,1.0,False,{'injection': 2.0}
45726,masquerade_fake_fault,injection,1.0,False,{'injection': 2.0}
45727,masquerade_fake_fault,injection,1.0,False,{'injection': 2.0}
45728,masquerade_fake_fault,injection,1.0,False,{'injection': 2.0}
45729,masquerade_fake_fault,injection,1.0,False,{'injection': 2.0}
45730,masquerade_fake_fault,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
45731,random_replay,injection,0.2857142857142857,False,"{'grayhole': 1.0, 'high': 1.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0, 'random': 1.0}"
45732,normal,injection,0.5,False,"{'injection': 2.0, 'poisoned': 1.0, 'random': 1.0}"
45733,inverse_replay,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
45734,injection,grayhole,0.25,False,"{'grayhole': 2.0, 'high': 1.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0, 'random': 1.0}"
45735,high_StNum,poisoned,0.3333333333333333,False,"{'high': 2.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 4.0, 'random': 2.0}"
45736,normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'masquerade': 1.0}"
45737,grayhole,injection,1.0,False,{'injection': 2.0}
45738,high_StNum,poisoned,0.2857142857142857,False,"{'grayhole': 1.0, 'high': 3.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 4.0, 'random': 2.0}"
45739,random_replay,injection,0.5,False,"{'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0}"
45740,high_StNum,poisoned,0.3333333333333333,False,"{'grayhole': 1.0, 'high': 2.0, 'injection': 2.0, 'poisoned': 3.0, 'random': 1.0}"
45741,masquerade_fake_fault,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
45742,masquerade_fake_normal,high,0.25,False,"{'high': 2.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 1.0}"
45743,masquerade_fake_normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
45744,masquerade_fake_normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
45745,masquerade_fake_normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
45746,injection,injection,0.5,True,"{'grayhole': 1.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
45747,injection,injection,0.6666666666666666,True,"{'injection': 2.0, 'masquerade': 1.0}"
45748,masquerade_fake_normal,high,0.25,False,"{'grayhole': 1.0, 'high': 2.0, 'injection': 2.0, 'poisoned': 2.0, 'random': 1.0}"
45749,injection,injection,0.375,True,"{'grayhole': 1.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 1.0}"
45750,injection,injection,0.75,True,"{'injection': 3.0, 'poisoned': 1.0}"
45751,random_replay,injection,0.2857142857142857,False,"{'grayhole': 1.0, 'high': 1.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0, 'random': 1.0}"
45752,normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
45753,random_replay,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
45754,inverse_replay,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
45755,injection,injection,0.3,True,"{'grayhole': 2.0, 'high': 1.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 1.0}"
45756,grayhole,injection,0.5,False,"{'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0}"
45757,normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
45758,high_StNum,poisoned,0.3,False,"{'grayhole': 1.0, 'high': 2.0, 'injection': 2.0, 'poisoned': 3.0, 'random': 2.0}"
45759,masquerade_fake_fault,injection,0.5,False,"{'grayhole': 1.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
45760,high_StNum,poisoned,0.2857142857142857,False,"{'grayhole': 2.0, 'high': 3.0, 'injection': 3.0, 'poisoned': 4.0, 'random': 2.0}"
45761,normal,injection,0.5,False,"{'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0}"
45762,injection,injection,0.5,True,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 2.0}"
45763,random_replay,injection,0.5,False,"{'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0}"
45764,inverse_replay,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
45765,random_replay,grayhole,0.25,False,"{'grayhole': 2.0, 'high': 1.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0, 'random': 1.0}"
45766,injection,injection,0.42857142857142855,True,"{'grayhole': 1.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0, 'random': 1.0}"
45767,grayhole,injection,0.4,False,"{'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0, 'random': 1.0}"
45768,normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
45769,masquerade_fake_fault,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
45770,high_StNum,poisoned,0.2857142857142857,False,"{'grayhole': 2.0, 'high': 3.0, 'injection': 3.0, 'poisoned': 4.0, 'random': 2.0}"
45771,high_StNum,injection,0.2857142857142857,False,"{'grayhole': 1.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 1.0}"
45772,random_replay,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
45773,normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
45774,inverse_replay,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
45775,random_replay,grayhole,0.25,False,"{'grayhole': 2.0, 'high': 1.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0, 'random': 1.0}"
45776,high_StNum,poisoned,0.3333333333333333,False,"{'grayhole': 1.0, 'high': 2.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 4.0, 'random': 1.0}"
45777,random_replay,injection,0.2857142857142857,False,"{'grayhole': 1.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0, 'random': 2.0}"
45778,grayhole,injection,0.5,False,"{'grayhole': 1.0, 'injection': 2.0, 'poisoned': 1.0}"
45779,normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
45780,random_replay,injection,0.3333333333333333,False,"{'grayhole': 1.0, 'high': 1.0, 'injection': 2.0, 'poisoned': 1.0, 'random': 1.0}"
45781,high_StNum,poisoned,0.3333333333333333,False,"{'grayhole': 1.0, 'high': 2.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 4.0, 'random': 1.0}"
45782,masquerade_fake_fault,injection,0.75,False,"{'injection': 3.0, 'poisoned': 1.0}"
45783,normal,injection,0.25,False,"{'grayhole': 1.0, 'high': 1.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0, 'random': 2.0}"
45784,inverse_replay,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
45785,masquerade_fake_normal,injection,0.25,False,"{'grayhole': 1.0, 'high': 1.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 1.0}"
45786,masquerade_fake_normal,injection,0.3333333333333333,False,"{'high': 1.0, 'injection': 2.0, 'poisoned': 2.0, 'random': 1.0}"
45787,masquerade_fake_normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
45788,masquerade_fake_normal,injection,0.3333333333333333,False,"{'high': 1.0, 'injection': 2.0, 'poisoned': 2.0, 'random': 1.0}"
45789,masquerade_fake_normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
45790,masquerade_fake_normal,injection,0.3333333333333333,False,"{'high': 1.0, 'injection': 2.0, 'poisoned': 2.0, 'random': 1.0}"
45791,masquerade_fake_normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
45792,masquerade_fake_normal,injection,0.3333333333333333,False,"{'high': 1.0, 'injection': 2.0, 'poisoned': 2.0, 'random': 1.0}"
45793,masquerade_fake_normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
45794,masquerade_fake_normal,injection,0.3333333333333333,False,"{'high': 1.0, 'injection': 2.0, 'poisoned': 2.0, 'random': 1.0}"
45795,grayhole,injection,0.5,False,"{'injection': 2.0, 'poisoned': 1.0, 'random': 1.0}"
45796,normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
45797,high_StNum,injection,0.2727272727272727,False,"{'grayhole': 1.0, 'high': 2.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 3.0, 'random': 1.0}"
45798,masquerade_fake_fault,injection,0.75,False,"{'injection': 3.0, 'poisoned': 1.0}"
45799,high_StNum,poisoned,0.26666666666666666,False,"{'grayhole': 2.0, 'high': 3.0, 'injection': 3.0, 'poisoned': 4.0, 'random': 3.0}"
45800,normal,injection,0.5,False,"{'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0}"
45801,inverse_replay,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
45802,high_StNum,poisoned,0.2857142857142857,False,"{'grayhole': 2.0, 'high': 3.0, 'injection': 3.0, 'poisoned': 4.0, 'random': 2.0}"
45803,high_StNum,poisoned,0.3333333333333333,False,"{'high': 2.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 3.0, 'random': 1.0}"
45804,grayhole,injection,0.5,False,"{'injection': 2.0, 'poisoned': 1.0, 'random': 1.0}"
45805,normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
45806,high_StNum,high,0.2857142857142857,False,"{'high': 2.0, 'injection': 2.0, 'poisoned': 2.0, 'random': 1.0}"
45807,poisoned_high_rate,injection,0.5,False,"{'grayhole': 1.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
45808,injection,injection,0.3,True,"{'grayhole': 2.0, 'high': 1.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 1.0}"
45809,masquerade_fake_fault,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
45810,normal,injection,0.75,False,"{'injection': 3.0, 'poisoned': 1.0}"
45811,normal,injection,0.75,False,"{'injection': 3.0, 'poisoned': 1.0}"
45812,normal,injection,0.75,False,"{'injection': 3.0, 'poisoned': 1.0}"
45813,inverse_replay,injection,0.2857142857142857,False,"{'grayhole': 1.0, 'high': 1.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0, 'random': 1.0}"
45814,inverse_replay,injection,1.0,False,{'injection': 2.0}
45815,normal,injection,0.5,False,"{'grayhole': 1.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
45816,inverse_replay,injection,0.6666666666666666,False,"{'injection': 2.0, 'masquerade': 1.0}"
45817,inverse_replay,injection,0.6666666666666666,False,"{'grayhole': 1.0, 'injection': 2.0}"
45818,inverse_replay,injection,1.0,False,{'injection': 2.0}
45819,inverse_replay,grayhole,0.2857142857142857,False,"{'grayhole': 2.0, 'high': 1.0, 'injection': 2.0, 'poisoned': 1.0, 'random': 1.0}"
45820,inverse_replay,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
45821,inverse_replay,injection,1.0,False,{'injection': 2.0}
45822,inverse_replay,injection,1.0,False,{'injection': 2.0}
45823,inverse_replay,grayhole,0.2857142857142857,False,"{'grayhole': 2.0, 'high': 1.0, 'injection': 2.0, 'poisoned': 1.0, 'random': 1.0}"
45824,inverse_replay,injection,1.0,False,{'injection': 2.0}
45825,normal,injection,0.6666666666666666,False,"{'grayhole': 1.0, 'injection': 2.0}"
45826,normal,injection,1.0,False,{'injection': 2.0}
45827,normal,injection,1.0,False,{'injection': 2.0}
45828,inverse_replay,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
45829,inverse_replay,injection,0.5,False,"{'grayhole': 1.0, 'injection': 2.0, 'masquerade': 1.0}"
45830,normal,injection,0.6666666666666666,False,"{'grayhole': 1.0, 'injection': 2.0}"
45831,normal,injection,0.3333333333333333,False,"{'grayhole': 1.0, 'high': 1.0, 'injection': 2.0, 'poisoned': 1.0, 'random': 1.0}"
45832,inverse_replay,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
45833,inverse_replay,injection,0.75,False,"{'injection': 3.0, 'poisoned': 1.0}"
45834,inverse_replay,injection,0.75,False,"{'injection': 3.0, 'poisoned': 1.0}"
45835,masquerade_fake_normal,injection,0.5,False,"{'grayhole': 1.0, 'injection': 2.0, 'masquerade': 1.0}"
45836,masquerade_fake_normal,injection,1.0,False,{'injection': 2.0}
45837,masquerade_fake_normal,injection,1.0,False,{'injection': 2.0}
45838,inverse_replay,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
45839,masquerade_fake_normal,injection,0.5,False,"{'grayhole': 1.0, 'injection': 2.0, 'masquerade': 1.0}"
45840,normal,injection,1.0,False,{'injection': 2.0}
45841,inverse_replay,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
45842,masquerade_fake_normal,injection,0.5,False,"{'grayhole': 1.0, 'injection': 2.0, 'masquerade': 1.0}"
45843,random_replay,injection,0.3333333333333333,False,"{'grayhole': 1.0, 'high': 1.0, 'injection': 2.0, 'poisoned': 1.0, 'random': 1.0}"
45844,normal,injection,0.5,False,"{'grayhole': 1.0, 'injection': 2.0, 'poisoned': 1.0}"
45845,grayhole,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
45846,random_replay,injection,0.4,False,"{'grayhole': 1.0, 'injection': 2.0, 'poisoned': 1.0, 'random': 1.0}"
45847,random_replay,injection,0.6666666666666666,False,"{'grayhole': 1.0, 'injection': 2.0}"
45848,masquerade_fake_fault,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
45849,random_replay,injection,0.6666666666666666,False,"{'injection': 2.0, 'masquerade': 1.0}"
45850,high_StNum,high,0.25,False,"{'grayhole': 2.0, 'high': 3.0, 'injection': 2.0, 'poisoned': 3.0, 'random': 2.0}"
45851,random_replay,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
45852,normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'masquerade': 1.0}"
45853,inverse_replay,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
45854,grayhole,grayhole,0.2857142857142857,True,"{'grayhole': 2.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0, 'random': 1.0}"
45855,normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
45856,high_StNum,poisoned,0.3333333333333333,False,"{'grayhole': 1.0, 'high': 2.0, 'injection': 2.0, 'poisoned': 3.0, 'random': 1.0}"
45857,random_replay,injection,1.0,False,{'injection': 2.0}
45858,high_StNum,high,0.2727272727272727,False,"{'grayhole': 1.0, 'high': 3.0, 'injection': 2.0, 'poisoned': 3.0, 'random': 2.0}"
45859,masquerade_fake_fault,injection,0.5,False,"{'grayhole': 1.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
45860,random_replay,injection,0.2857142857142857,False,"{'grayhole': 1.0, 'high': 1.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 1.0, 'random': 1.0}"
45861,normal,injection,0.5,False,"{'grayhole': 1.0, 'injection': 2.0, 'random': 1.0}"
45862,inverse_replay,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
45863,masquerade_fake_normal,high,0.2222222222222222,False,"{'grayhole': 1.0, 'high': 2.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 1.0}"
45864,masquerade_fake_normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
45865,masquerade_fake_normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
45866,masquerade_fake_normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
45867,high_StNum,high,0.2727272727272727,False,"{'grayhole': 1.0, 'high': 3.0, 'injection': 2.0, 'poisoned': 3.0, 'random': 2.0}"
45868,masquerade_fake_normal,injection,0.5,False,"{'grayhole': 1.0, 'injection': 2.0, 'poisoned': 1.0}"
45869,normal,injection,0.4,False,"{'grayhole': 1.0, 'injection': 2.0, 'poisoned': 1.0, 'random': 1.0}"
45870,grayhole,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
45871,random_replay,injection,0.4,False,"{'grayhole': 1.0, 'injection': 2.0, 'poisoned': 1.0, 'random': 1.0}"
45872,masquerade_fake_fault,injection,0.5,False,"{'grayhole': 1.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
45873,high_StNum,injection,0.3333333333333333,False,"{'high': 2.0, 'injection': 3.0, 'poisoned': 3.0, 'random': 1.0}"
45874,injection,injection,0.2727272727272727,True,"{'grayhole': 2.0, 'high': 1.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 2.0}"
45875,normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'masquerade': 1.0}"
45876,inverse_replay,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
45877,masquerade_fake_normal,injection,0.5,False,"{'grayhole': 1.0, 'injection': 2.0, 'masquerade': 1.0}"
45878,masquerade_fake_normal,injection,1.0,False,{'injection': 2.0}
45879,masquerade_fake_normal,injection,1.0,False,{'injection': 2.0}
45880,masquerade_fake_normal,injection,1.0,False,{'injection': 2.0}
45881,normal,injection,0.4,False,"{'grayhole': 1.0, 'injection': 2.0, 'poisoned': 1.0, 'random': 1.0}"
45882,grayhole,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
45883,masquerade_fake_normal,injection,0.6666666666666666,False,"{'grayhole': 1.0, 'injection': 2.0}"
45884,high_StNum,poisoned,0.26666666666666666,False,"{'grayhole': 2.0, 'high': 3.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 4.0, 'random': 2.0}"
45885,injection,injection,0.375,True,"{'grayhole': 1.0, 'high': 1.0, 'injection': 3.0, 'poisoned': 2.0, 'random': 1.0}"
45886,masquerade_fake_fault,injection,0.75,False,"{'injection': 3.0, 'poisoned': 1.0}"
45887,high_StNum,poisoned,0.2857142857142857,False,"{'grayhole': 2.0, 'high': 3.0, 'injection': 3.0, 'poisoned': 4.0, 'random': 2.0}"
45888,random_replay,injection,0.6666666666666666,False,"{'injection': 2.0, 'masquerade': 1.0}"
45889,injection,injection,0.3333333333333333,True,"{'grayhole': 1.0, 'high': 1.0, 'injection': 2.0, 'poisoned': 1.0, 'random': 1.0}"
45890,high_StNum,poisoned,0.2857142857142857,False,"{'grayhole': 2.0, 'high': 2.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 4.0, 'random': 2.0}"
45891,normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'masquerade': 1.0}"
45892,inverse_replay,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
45893,masquerade_fake_normal,high,0.2222222222222222,False,"{'grayhole': 1.0, 'high': 2.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 1.0}"
45894,masquerade_fake_normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
45895,masquerade_fake_normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
45896,masquerade_fake_normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
45897,masquerade_fake_normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
45898,normal,injection,0.4,False,"{'grayhole': 1.0, 'injection': 2.0, 'poisoned': 1.0, 'random': 1.0}"
45899,grayhole,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
45900,random_replay,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
45901,high_StNum,injection,0.3333333333333333,False,"{'high': 2.0, 'injection': 3.0, 'poisoned': 3.0, 'random': 1.0}"
45902,masquerade_fake_fault,injection,0.6,False,"{'grayhole': 1.0, 'injection': 3.0, 'poisoned': 1.0}"
45903,injection,injection,0.6,True,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
45904,normal,injection,0.4,False,"{'grayhole': 1.0, 'injection': 2.0, 'masquerade': 1.0, 'random': 1.0}"
45905,inverse_replay,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
45906,masquerade_fake_normal,high,0.2222222222222222,False,"{'grayhole': 1.0, 'high': 2.0, 'injection': 2.0, 'masquerade': 1.0, 'poisoned': 2.0, 'random': 1.0}"
45907,masquerade_fake_normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
45908,masquerade_fake_normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
45909,masquerade_fake_normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
45910,grayhole,injection,0.4,False,"{'grayhole': 1.0, 'injection': 2.0, 'poisoned': 1.0, 'random': 1.0}"
45911,normal,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
45912,masquerade_fake_normal,injection,0.2857142857142857,False,"{'grayhole': 1.0, 'high': 1.0, 'injection': 2.0, 'poisoned': 2.0, 'random': 1.0}"
45913,injection,injection,0.6,True,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
45914,random_replay,injection,0.5,False,"{'grayhole': 1.0, 'injection': 2.0, 'masquerade': 1.0}"
45915,masquerade_fake_fault,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
45916,normal,injection,0.5,False,"{'injection': 2.0, 'masquerade': 1.0, 'random': 1.0}"
45917,high_StNum,high,0.25,False,"{'grayhole': 2.0, 'high': 3.0, 'injection': 2.0, 'poisoned': 3.0, 'random': 2.0}"
45918,inverse_replay,injection,0.6,False,"{'injection': 3.0, 'masquerade': 1.0, 'poisoned': 1.0}"
45919,random_replay,injection,0.5,False,"{'grayhole': 1.0, 'injection': 2.0, 'masquerade': 1.0}"
45920,normal,injection,0.5,False,"{'injection': 2.0, 'poisoned': 1.0, 'random': 1.0}"
45921,grayhole,injection,0.6666666666666666,False,"{'injection': 2.0, 'poisoned': 1.0}"
45922,high_StNum,injection,0.2727272727272727,False,"{'grayhole': 1.0, 'high': 2.0, 'injection': 3.0, 'masquerade': 1.0, 'poisoned': 3.0, 'random': 1.0}"
45923,high_StNum,poisoned,0.36363636363636365,False,"{'high': 2.0, 'injection': 3.0, 'poisoned': 4.0, 'random': 2.0}"
45924,high_StNum,injection,0.3,False,"{'grayhole': 2.0, 'high': 1.0, 'injection': 3.0, 'poisoned': 3.0, 'random': 1.0}"
45925,masquerade_fake_fault,injection,0.75,False,"{'injection': 3.0, 'poisoned': 1.0}"
